ID,PREDICTED
1047,33947.542726247644
1048,36191.99582247985
1049,36828.32169295589
1050,36267.54642761224
1051,35570.43512544055
1052,34257.7455241086
1053,32829.38846524834
1054,32912.801318725185
1055,34339.128147831085
1056,35850.48519665449
1057,36141.76901865175
1058,36440.526027618434
1059,36369.46994279082
1060,35502.359392464954
1061,35329.74541602821
1062,35819.37076958598
1063,36623.19990710224
1064,37332.66485365219
1065,37513.48659667258
2995,159046.3533266151
2996,159302.35471642527
2997,149149.85406743656
2998,146158.1655879287
2999,153749.6851174509
3000,159122.35424327766
3001,158898.08376783566
3002,163031.2265034073
3003,160437.64432195117
3004,156148.57075664605
3005,151416.50115203563
3006,156730.25862778386
3007,160194.54948696782
3008,161110.0115887997
3009,163811.99085817926
3010,163186.29652733938
3011,158655.04900009677
3012,155862.21587414277
3013,158506.94657170968
3014,160706.93407493283
3015,164297.15711279467
3016,164384.64481736982
3017,165805.04536858023
3018,161044.1579737558
3019,158676.6302534967
3020,157290.09701202766
3021,160273.75417365777
3022,159861.66817031472
3023,162600.97018479873
3024,163287.3646373203
8871,10519.045799645977
8872,10475.830412838885
8873,10503.495209192333
8874,10491.183470824184
8875,9941.392270795955
8876,10384.175662601307
8877,10515.464437622406
8878,10829.739271835824
8879,10701.531037428807
8880,10395.107883538994
8881,10300.970658328555
8882,10359.867720686261
8883,10383.803873513385
8884,10463.275035719009
8885,10562.772023760088
8886,10590.17631351922
8887,10571.061559792568
8888,10569.297892206921
8889,10572.3856809211
8890,10576.86571499825
8891,10598.78322142192
8892,10629.708041455573
8893,10651.791438279926
8894,10667.966933148136
8895,10683.199331584476
8896,10695.691948764876
8897,10707.259261241321
8898,10721.84583773939
8899,10738.258620578905
8900,10754.266321380272
10830,12995.627489573792
10831,12852.090472213195
10832,12650.91949612708
10833,12557.552077385391
10834,12833.944264534137
10835,12265.727888061114
10836,12601.599168152863
10837,12379.194594520019
10838,12494.205071866769
10839,12532.47679417354
10840,12750.174103964811
10841,12387.523426571497
10842,12496.463398945858
10843,12274.471764455166
10844,12329.507181623487
10845,12136.131371478361
10846,12394.864410038897
10847,12411.512715880144
10848,12374.774672556667
10849,12479.988809251041
10850,12251.483354970962
10851,11949.606739483275
10852,12365.556120527299
10853,12036.717720749042
10854,12266.879246323273
10855,12232.585160724393
10856,12211.8636831245
10857,12245.973064198715
10858,11860.833977780603
10859,11915.262096505616
12789,85025.849701942
12790,86330.05716634028
12791,84126.07248999979
12792,84153.74716075732
12793,85482.81862602298
12794,83295.45340721053
12795,84233.75254922418
12796,83598.19647242512
12797,83983.42375053912
12798,83782.23669109892
12799,84810.07246562211
12800,83353.41996350336
12801,84294.78814034168
12802,80817.56620287811
12803,82474.01969230533
12804,81603.05131551028
12805,82523.77980640526
12806,82305.08486288064
12807,83798.41401964141
12808,81993.37554765044
12809,81624.95973660474
12810,81523.35526545679
12811,81196.6472054231
12812,81522.38581267404
12813,82520.31759115915
12814,83160.84911734039
12815,84055.65195185797
12816,82873.74005376594
12817,83958.35378967736
12818,82825.70948888449
14748,45611.670252823176
14749,45250.54875616672
14750,44316.7685103886
14751,44283.74162390562
14752,45030.536304912755
14753,44986.249839034645
14754,45337.351319515554
14755,45753.55635708116
14756,46270.24173820132
14757,46032.33725309764
14758,45813.83387077346
14759,45968.145061760246
14760,45936.81372650756
14761,45916.62443068294
14762,45688.46022023937
14763,45614.93420462325
14764,45548.295828668
14765,45446.276161972455
14766,45846.03725075181
14767,45875.115114051245
14768,45699.08033761255
14769,45728.12108861157
14770,45875.86348465207
14771,45546.69183462363
14772,45133.49652545869
14773,45397.05323655491
14774,45523.89587130829
14775,45085.398224343284
14776,45464.12062373014
14777,45744.19845850136
4953,295566.66771964845
4954,291439.0985647627
4955,279237.99591139803
4956,270749.3778739382
4957,286269.16050499416
4958,280577.7626459454
4959,298143.42280174105
4960,296287.16154470725
4961,285742.25048505364
4962,279237.6918925413
4963,271429.27831248427
4964,287352.5646992578
4965,282000.2309156883
4966,292210.09263897385
4967,286043.0145828998
4968,286338.74358401727
4969,273484.9218664039
4970,272053.8839084618
4971,277707.4461667153
4972,285454.28170105646
4973,288069.35403768346
4974,292902.3301943043
4975,291523.9766384652
4976,281942.3602675342
4977,276376.134343561
4978,281778.06510501396
4979,289672.06824427977
4980,288174.65247414424
4981,294725.89196077164
4982,295572.287150799
6912,399120.77233588183
6913,395633.97305635404
6914,382901.53971338604
6915,377830.3625884108
6916,389113.33102479123
6917,400538.1259987502
6918,402143.2596427669
6919,401078.31682194053
6920,402494.18761645455
6921,392823.26690832095
6922,382670.95806550334
6923,393315.83024038415
6924,400766.08527745446
6925,397029.1989102462
6926,403123.9701971264
6927,401973.1160755112
6928,393558.84336211305
6929,385093.67566968
6930,391435.197225419
6931,396058.2041202691
6932,393294.08909830166
6933,398023.0893355579
6934,395827.4637249816
6935,390377.76892311766
6936,380741.32377324917
6937,382052.9443474873
6938,388202.2917217785
6939,385589.4843514071
6940,388737.4489548281
6941,389689.8278086616
17601,101873.45507274715
17602,100003.38159314862
17603,100543.06405508715
17604,99889.63786205446
17605,95633.62477557051
17606,93151.52744686956
17607,96937.47216270931
17608,100429.31928508168
17609,101219.49305919374
17610,102945.9839537849
17611,104249.58049238154
17612,99111.58547179782
17613,95991.30219468597
17614,96641.1334514047
17615,97852.3013390289
17616,100510.92572011577
17617,103985.90370082538
17618,106982.91085972385
17619,103515.25211579404
17620,100163.79613724037
17621,99688.97677348138
17622,98708.47762220186
17623,99794.36718270754
17624,105207.426918368
17625,108305.5572390506
17626,106000.9486147976
17627,103728.11088463542
17628,101760.71196583212
17629,99239.89080424297
17630,100023.93448099475
19560,405183.52858478384
19561,401333.17012693407
19562,401673.84774493985
19563,400924.70372271846
19564,396051.8206558719
19565,394154.075130419
19566,402569.5187343988
19567,403620.22322626715
19568,400689.3859708263
19569,404671.48713382136
19570,406183.56721138966
19571,403920.3422383694
19572,404697.42977317236
19573,407596.02604197856
19574,409034.6218739032
19575,406957.443194307
19576,405881.13092977594
19577,407055.0443646364
19578,407162.16713060316
19579,408058.5030464122
19580,409779.71642160445
19581,408208.0534596885
19582,409321.94080843974
19583,411583.538502266
19584,413223.7454106356
19585,412640.2842571363
19586,409049.1577170239
19587,408599.072483009
19588,409068.75702951703
19589,408135.0845316346
21519,228901.69262826457
21520,228433.37814984142
21521,228406.7347832856
21522,228679.39711687295
21523,229349.12236385338
21524,230298.59281289345
21525,230731.09454948793
21526,231117.16710533065
21527,231510.97581122816
21528,231920.340348572
21529,232269.191760887
21530,232504.59010481468
21531,232593.21022860685
21532,232849.5325666894
21533,233469.64765378667
21534,233933.1438408594
21535,234327.17363854471
21536,234841.5424684292
21537,235123.186394593
21538,235154.81672873168
21539,235135.75118496432
21540,235026.04348670537
21541,234508.93887303886
21542,234187.55537124356
21543,233602.51270947888
21544,233562.40335743767
21545,233928.07543112204
21546,234299.72394119113
21547,234457.4303496449
21548,234294.36369862527
1930,33951.40105367446
1931,33157.48800554531
1932,33836.93196044261
1933,33743.09677502387
1934,32727.008831174142
1935,32294.888717242116
1936,33215.96497982894
1937,33048.60732755167
1938,32937.97152336134
1939,33287.32232623683
1940,32221.693246455005
1941,31896.296593815612
1942,32627.53303481521
1943,32638.836856567832
1944,31629.186553826778
1945,32342.634362714674
1946,32030.777690109215
1947,31064.430952843548
1948,31666.012832642155
1949,33009.743337501604
1950,32628.510293438303
1951,31352.688792660374
1952,31400.406251450284
1953,30784.99633863254
1954,30536.964639481106
1955,30660.344743680485
1956,31884.420056913346
1957,31406.038258718814
1958,31178.36895919862
1959,31110.161007271974
3888,151708.22784636918
3889,149786.7389721608
3890,148169.01247071908
3891,146549.24767748706
3892,140935.45065934514
3893,136503.01514793604
3894,140817.31194075648
3895,148066.92871823878
3896,146932.73076602392
3897,149314.59496140812
3898,146641.60562814475
3899,143973.9723033324
3900,137118.0964936604
3901,140925.59914962194
3902,139124.33417338142
3903,142932.6845405001
3904,142244.6321568511
3905,146313.94047357485
3906,144826.53000540374
3907,142189.60913014942
3908,142416.2357188048
3909,142288.50234523986
3910,142741.66776219395
3911,141873.33999207956
3912,144198.9181960485
3913,143532.39642414672
3914,142877.74265497137
3915,142760.59921877697
3916,141971.98691018383
3917,141015.07257290772
9765,10430.269037838376
9766,10395.34034157095
9767,10425.477173192368
9768,10471.062786223516
9769,10581.151468942542
9770,10667.073891625409
9771,10757.592016566043
9772,10801.25211812575
9773,10748.898270358537
9774,10704.967646622934
9775,10722.932433064094
9776,10607.019300190053
9777,10504.074626696793
9778,10452.498003617045
9779,10471.393157806213
9780,10469.28041200259
9781,10614.103851488924
9782,10632.949421459693
9783,10563.400216964728
9784,10369.685087632548
9785,10248.346692992149
9786,10226.576422773604
9787,10265.278445229658
9788,10266.856258909673
9789,10214.632930628797
9790,10232.864121520279
9791,10179.174732637468
9792,10034.258304623008
9793,9880.422508890853
9794,9969.87700861245
11724,16945.821995234153
11725,16969.89708870284
11726,16904.80205722014
11727,16892.696489903017
11728,16949.6167704939
11729,17085.203704906457
11730,17112.231245298506
11731,17146.914915567017
11732,17054.800061837403
11733,17090.903940493667
11734,17021.191137043937
11735,17044.258020280937
11736,17129.4308198958
11737,16954.01387853033
11738,16812.8085661504
11739,16568.141084156425
11740,16482.436458103763
11741,16712.79068198422
11742,16765.18257036382
11743,16581.102422387794
11744,16325.456917987522
11745,16167.478803004882
11746,16360.836603148839
11747,16596.5634281481
11748,16685.8133031387
11749,16708.105483203733
11750,16729.64741523646
11751,16712.461017575246
11752,16514.770730520075
11753,16308.305707790982
13683,117311.97332283709
13684,115912.58064581564
13685,116670.94075917287
13686,118138.1923342994
13687,115999.11132760669
13688,114933.23649218047
13689,115979.55245283457
13690,116088.95214712965
13691,116020.669097271
13692,115582.19713487585
13693,117839.54793392017
13694,116200.20218590753
13695,117728.69272581128
13696,116934.3508519014
13697,116636.49154564219
13698,115460.80632765152
13699,116578.77276315437
13700,118035.26195703435
13701,117697.3910629362
13702,117861.30906918911
13703,117165.23727101523
13704,118291.66397624747
13705,117789.98552487664
13706,117730.55356627284
13707,118577.98288189931
13708,119170.79952985757
13709,119216.92802332043
13710,118247.57796812739
13711,118822.27210487454
13712,119659.03485641956
15642,47429.3508471637
15643,46457.21524768038
15644,46244.20906412599
15645,47127.29258640414
15646,46496.33968901766
15647,45597.04661840315
15648,45720.00129186317
15649,46210.91215645558
15650,45862.385544929864
15651,45757.93467152631
15652,45805.175540835415
15653,45843.77821582046
15654,46303.08487401405
15655,46484.8730745799
15656,45623.75708123266
15657,45721.80716935166
15658,45974.506765621125
15659,45774.52874795064
15660,45216.3141761797
15661,45212.52444258027
15662,45215.38878237771
15663,45368.87618815966
15664,45973.55481203163
15665,46107.76065191502
15666,46147.350239334206
15667,46395.38722214865
15668,46071.60231416962
15669,46152.71729511333
15670,46513.87951214854
15671,46715.14066268304
5847,279653.4447729184
5848,277690.4968242742
5849,280791.976873398
5850,274848.1885609859
5851,260515.75264890987
5852,258309.43564989674
5853,263743.3510497673
5854,270828.9533013167
5855,277345.58621142013
5856,280927.5270154826
5857,279001.3448565272
5858,272534.1959376295
5859,265752.65490941895
5860,268198.5642267221
5861,274402.17086637823
5862,277714.2684428923
5863,276077.54372260516
5864,271919.1624494979
5865,268681.0944946293
5866,265187.84608971013
5867,268557.1814646149
5868,271349.3715630693
5869,270607.2701176015
5870,270313.286446924
5871,269196.2715640905
5872,267976.86281654914
5873,268110.343123233
5874,269791.6529336198
5875,271260.29372668377
5876,274431.9484865539
7806,415693.00531302235
7807,408638.48970444396
7808,412735.30891297554
7809,416331.62455553544
7810,400958.0219835725
7811,398307.9358584972
7812,408758.0718512141
7813,416637.1710534419
7814,416237.5685021807
7815,420716.0619619712
7816,422958.82951091224
7817,415496.63706611673
7818,412896.12106819835
7819,417771.45944286266
7820,420980.81819333974
7821,423813.7556893235
7822,427304.47649724456
7823,424653.4245620021
7824,420682.2846373901
7825,417472.95393897133
7826,417887.4488588436
7827,418438.3447425588
7828,416457.59388120956
7829,418802.38100402075
7830,420617.59532414755
7831,419607.5247751296
7832,420388.3621294531
7833,422244.5581007887
7834,420076.76105631114
7835,413934.2450916128
