ID,PREDICTED
19575,412670.65486608713
19576,413970.6420362262
19577,412989.9174124679
19578,410112.6509826677
19579,408051.96965026023
19580,398578.507313722
19581,393578.25796431216
19582,398769.3609234634
19583,401466.03063937847
19584,401022.1493868696
19585,400274.9139261291
19586,402812.8918696967
19587,398456.92013465776
19588,395198.07827195316
19589,402635.4891529963
21519,235570.91059530486
21520,237479.5009031823
21521,233511.00312961757
21522,234476.96874521842
21523,233616.3066713731
21524,231943.36927559556
21525,229424.79120431203
21526,228338.12854072204
21527,233430.22571176416
21528,230220.56180667886
21529,231072.95691037306
21530,229928.03669506733
21531,234048.9621868945
21532,232000.76993919033
21533,230784.92914264428
21534,232663.3751002807
21535,230280.21213641745
21536,231155.83478041098
21537,231209.568983307
21538,227115.97138405754
21539,227728.97112768085
21540,227142.50191030468
21541,228288.69287925796
21542,228918.47837807814
21543,226138.43615846473
21544,228191.29423542903
21545,228128.41789088657
21546,228780.64559205036
21547,231181.80437113973
21548,228978.54494628578
1930,35634.09082017349
1931,35784.12620033596
1932,35841.95407136332
1933,35820.06966997898
1934,35647.13216695945
1935,35526.32574102951
1936,35000.79178736422
1937,34408.76197593898
1938,34759.43462889214
1939,35204.73917307053
1940,35280.70465403317
1941,35299.078501058306
1942,35284.64754901319
1943,34967.30573362294
1944,34760.560605309074
1945,35238.53366574792
1946,35723.866651512806
1947,36021.73891234651
1948,35829.45867705444
1949,35973.248947779255
1950,35525.32214591556
1951,35016.153912266025
1952,35172.6451440652
1953,35043.15497484561
1954,34777.41323542453
1955,34740.52342318783
1956,34630.82171364606
1957,33896.091576281615
1958,33086.350523957575
1959,33227.228261753684
3888,152133.847287457
3889,158990.7646103903
3890,159099.0929778923
3891,157230.52919735727
3892,157307.76972311537
3893,154927.54418059473
3894,152657.93658739538
3895,160167.1609727767
3896,159288.0464863896
3897,159242.34352123336
3898,156690.24767293644
3899,156500.44083221213
3900,150130.26651000776
3901,149658.091516926
3902,157256.79017327324
3903,157925.49494152112
3904,157614.89457740798
3905,156554.4918749705
3906,154775.05406825317
3907,152605.33207431994
3908,147850.26916961078
3909,155875.56571522617
3910,154716.30515650814
3911,151788.5766718613
3912,148150.0933590146
3913,147566.14067688122
3914,145345.31522342458
3915,143603.1446257086
3916,150716.2395116446
3917,149731.6439372459
9765,12006.933564350187
9766,12493.494492175725
9767,12391.522302378115
9768,12521.340398648867
9769,12572.222819060898
9770,12489.3229048053
9771,12271.273839017314
9772,11918.164261767908
9773,11938.830540445395
9774,12352.946385637712
9775,12446.254607869447
9776,12234.363588539909
9777,11853.004071827423
9778,11597.147624659141
9779,11574.088902238998
9780,11821.220471993362
9781,11962.852968325351
9782,12020.635334361816
9783,11989.092498410364
9784,11834.815906865735
9785,11540.823546839427
9786,11251.533595188932
9787,11284.620904480384
9788,11112.670740887674
9789,10821.15362561418
9790,10488.46729662006
9791,10614.565451351404
9792,10512.910615089211
9793,10242.896335420595
9794,10271.578637832818
11724,19022.448292486886
11725,18886.64136601049
11726,18663.186907191604
11727,18528.750474246717
11728,18417.599620602632
11729,18338.220303517897
11730,18503.423757185683
11731,18479.260994251454
11732,18657.891204598836
11733,17597.88703632093
11734,18231.690370943255
11735,18054.047703245396
11736,17071.16183740368
11737,17051.070530077053
11738,17006.843575938357
11739,18276.125139249314
11740,18314.59988860055
11741,17792.420089119565
11742,17712.46392870435
11743,18002.32885703652
11744,18125.936914370785
11745,18087.35046850337
11746,18158.719625197304
11747,18032.32429984216
11748,17985.840560126275
11749,17753.92755189898
11750,17304.957958480816
11751,17117.83363321535
11752,17165.833093427722
11753,16969.033525257822
13683,120480.17657539861
13684,120667.1740837435
13685,121500.11809291107
13686,121777.82235623595
13687,121797.95206263254
13688,122403.4366980434
13689,121607.57092173668
13690,120670.06116646763
13691,121227.11487200763
13692,121783.13878273411
13693,122012.72388740456
13694,122043.08638603626
13695,121292.58602244296
13696,119643.86623193194
13697,118145.91311931363
13698,118038.9715823316
13699,118219.97929428295
13700,118166.90945613208
13701,119030.11165544955
13702,119818.7432127042
13703,119630.53182695065
13704,118921.45692973358
13705,119443.73308685713
13706,119763.48973639887
13707,119429.4602993827
13708,119255.62577920678
13709,119535.41199758623
13710,118662.0521860714
13711,116952.14269667106
13712,116605.09201464018
15642,48733.0663629063
15643,49434.67147879961
15644,49844.53692004104
15645,50293.28723109637
15646,50597.01360520745
15647,50924.20742847777
15648,49805.900763962636
15649,48770.814404821096
15650,49481.83694752361
15651,50114.20994206193
15652,49699.304766882706
15653,48967.44460198619
15654,48308.49039619249
15655,47461.15766808081
15656,46726.09890956424
15657,48263.95046491613
15658,48848.806235501535
15659,49025.71068796512
15660,48908.40156449808
15661,48719.68222423473
15662,47324.14720746966
15663,46436.9287357804
15664,46902.58156557638
15665,46936.14404466498
15666,46722.479473821324
15667,46988.449310054704
15668,47544.55727471183
15669,47197.19335261002
15670,45271.4451476914
15671,46164.494613928866
5847,266960.79134443385
5848,279388.5127091743
5849,280211.87696542765
5850,283590.2506540212
5851,284449.0958439241
5852,286788.6020849309
5853,285717.14340966713
5854,297575.9766004189
5855,296855.2339856352
5856,294608.4164209296
5857,287332.27519797644
5858,285812.9510904082
5859,272926.6912763841
5860,270279.7998358903
5861,281064.68811304844
5862,282851.27535896166
5863,286182.2084939347
5864,290101.1884603353
5865,290752.68771514896
5866,289796.91213035333
5867,286634.6279784529
5868,300590.42215400713
5869,295386.3645182104
5870,295237.4170111363
5871,284677.6199013811
5872,285516.6776001841
5873,275541.65735818865
5874,267000.8984075259
5875,273939.7470518023
5876,271497.231326789
7806,408851.5255059949
7807,426591.49797879753
7808,424518.43616592954
7809,418344.5410413446
7810,417445.38433086855
7811,414127.0953438558
7812,412834.96583133325
7813,427532.5900814568
7814,428340.7930731246
7815,428686.96406410256
7816,427263.77036875
7817,424649.8872428887
7818,410894.4148955099
7819,405299.43151216744
7820,424127.23244291986
7821,420873.69416260475
7822,419332.23219625757
7823,415793.6048257773
7824,416326.27702688845
7825,410967.7396378021
7826,405188.3503248666
7827,423998.47307271376
7828,426112.53253192105
7829,429455.8034741145
7830,427263.7257583935
7831,426393.06690914836
7832,413721.7000159027
7833,405340.29884524306
7834,420017.68551544595
7835,408917.8693775122
